order_id,business_id,dasher_id,order_timestamp,order_date,order_month,order_year,order_hour,order_day_of_week,estimated_delivery_min,actual_delivery_min,delivery_delta_min,is_on_time,order_total_usd,delivery_fee_usd,order_status,_is_synthetic
a987bc76-047f-4152-9482-30003d9aa9f2,b30bcb95-5143-4808-a35b-1c64962a815d,DASHER_03534,2022-09-23 11:02:00,2022-09-23,2022-09-01,2022,11,Friday,42,50.0,8.0,False,8.0,7.13,delivered,True
123f17a9-c140-4c4d-87ba-6c872ad7fd6a,0edfe373-cedc-4b7e-876d-50e28961c02b,DASHER_03107,2023-04-12 02:03:00,2023-04-12,2023-04-01,2023,2,Wednesday,36,56.0,20.0,False,32.81,5.76,delivered,True
498fe9bf-4083-4b5e-843b-34edcff4d917,063d3473-d07e-4b6d-bdd5-1986ea61e436,DASHER_03496,2022-02-07 17:03:00,2022-02-07,2022-02-01,2022,17,Monday,29,36.0,7.0,False,21.42,1.82,delivered,True
bbdfeb80-941e-446e-a450-f39b36af6362,73eb2659-3e0e-4f8a-828b-87772c5e713f,DASHER_00082,2024-01-24 13:21:00,2024-01-24,2024-01-01,2024,13,Wednesday,33,30.0,-3.0,True,30.51,2.58,delivered,True
42bdc112-aa2c-4f74-a84c-0170f627be5c,0f9b21c6-5190-4f06-9934-a9e873cfc151,DASHER_01038,2022-04-04 23:00:00,2022-04-04,2022-04-01,2022,23,Monday,39,33.0,-6.0,True,17.17,3.19,delivered,True
1359d83a-a1bf-4738-ac14-4934f2163f43,06faa0f3-0587-4f11-b6b5-9e1145227000,DASHER_00625,2023-05-16 23:08:00,2023-05-16,2023-05-01,2023,23,Tuesday,37,27.0,-10.0,True,17.91,2.74,delivered,True
ff6c764f-4fe0-4ad2-a778-3c57afb8b0f5,a6c9deb2-096e-4d4b-a0ea-a3bdb724ad19,DASHER_02479,2023-02-26 16:47:00,2023-02-26,2023-02-01,2023,16,Sunday,41,18.0,-23.0,True,52.86,3.04,delivered,True
ec6031e7-e89e-4b5d-820d-b6b468873e25,e1ee35a0-27e8-4cd8-88e2-38d62eac2577,DASHER_03365,2023-05-16 17:17:00,2023-05-16,2023-05-01,2023,17,Tuesday,29,23.0,-6.0,True,45.5,5.93,delivered,True
6bc7d448-cfc7-4f41-892e-9d5627f0d336,be3ee977-fb43-46ab-85cf-50e51ffbf460,DASHER_04529,2024-09-22 11:13:00,2024-09-22,2024-09-01,2024,11,Sunday,48,36.0,-12.0,True,32.03,6.7,delivered,True
d8258825-1c6e-46df-a6b7-e6539c4b0e96,8b1abb2c-7c27-4e3f-8cfc-98dd4c467131,DASHER_00174,2022-10-18 03:15:00,2022-10-18,2022-10-01,2022,3,Tuesday,42,37.0,-5.0,True,8.0,4.48,delivered,True
7d58152e-ad46-48a9-9237-3379eb4f24d7,f5af287b-b3f0-46ef-ab9a-11ef025dea2d,DASHER_04995,2022-03-11 11:37:00,2022-03-11,2022-03-01,2022,11,Friday,23,37.0,14.0,False,26.32,3.67,delivered,True
0ca22e5a-0819-4172-bfe3-3808c899eab8,bab28f09-4af5-4700-9f38-b86466e0a8c3,DASHER_02499,2024-06-28 04:13:00,2024-06-28,2024-06-01,2024,4,Friday,36,24.0,-12.0,True,43.65,1.21,delivered,True
303aa9ef-a4aa-46c4-94a5-f86a3fa78465,dc9b7df1-239b-45c1-9adf-3c426381fabc,DASHER_02150,2023-12-14 22:58:00,2023-12-14,2023-12-01,2023,22,Thursday,21,10.0,-16.0,True,35.91,6.29,delivered,True
5b9ed285-6319-45b0-bb88-a41859faed2e,ea1d2589-4082-4dc2-959a-36d1fe170df1,DASHER_00467,2023-11-30 19:39:00,2023-11-30,2023-11-01,2023,19,Thursday,25,14.0,-11.0,True,34.88,6.64,delivered,True
f3221b93-578f-459f-ad2d-ccc647b5ffbb,d9d30fd4-5078-41a9-ae8e-7c63165001cc,DASHER_03472,2024-03-05 22:59:00,2024-03-05,2024-03-01,2024,22,Tuesday,28,10.0,-21.0,True,11.05,4.62,delivered,True
4a160701-f8a9-4742-820a-a979d10a869a,5647ac52-1239-428e-a11f-706dafbd405e,DASHER_02299,2022-11-29 22:29:00,2022-11-29,2022-11-01,2022,22,Tuesday,30,30.0,0.0,True,8.0,6.59,delivered,True
f3dfc49a-1159-4100-a19c-04c7508321bd,9344a4c8-8e8f-4f3f-9fc1-58ddb03f82a8,DASHER_02246,2023-07-16 07:15:00,2023-07-16,2023-07-01,2023,7,Sunday,35,26.0,-9.0,True,14.29,6.47,delivered,True
e781d0db-9719-4098-b19d-5281ebf531b1,a6c9deb2-096e-4d4b-a0ea-a3bdb724ad19,DASHER_03790,2022-01-26 08:36:00,2022-01-26,2022-01-01,2022,8,Wednesday,43,31.0,-12.0,True,8.0,1.11,delivered,True
31ee6a00-5e4f-4773-90c7-61583cce75a8,3c93868a-69be-47e8-a8ad-e55c69cd4fc8,DASHER_04747,2022-01-19 16:22:00,2022-01-19,2022-01-01,2022,16,Wednesday,19,21.0,2.0,True,39.69,5.26,delivered,True
9b4aa2a7-582c-49d5-a994-31c0024b1151,1a9835d6-d43e-4d3f-b2bb-dcf373b3484e,DASHER_04054,2023-10-06 22:28:00,2023-10-06,2023-10-01,2023,22,Friday,32,40.0,8.0,False,51.62,1.88,delivered,True
6c659bc1-728b-4e81-8c27-cfc4c981691e,f8b93329-c27d-4c1b-9b9c-5c1e16ea4c92,DASHER_04151,2022-12-24 08:39:00,2022-12-24,2022-12-01,2022,8,Saturday,31,24.0,-7.0,True,41.15,1.28,delivered,True
693a1133-48d7-4060-9cd8-872cc47e64e5,609fc121-e659-4979-ab19-a71fe76dd297,DASHER_02894,2023-04-12 06:45:00,2023-04-12,2023-04-01,2023,6,Wednesday,26,,,,26.44,4.77,cancelled,True
f7184661-821c-4db7-abbc-e6897becf5fe,24aca3f0-eede-421b-8939-ef357e21cb44,DASHER_01941,2022-04-02 18:22:00,2022-04-02,2022-04-01,2022,18,Saturday,42,51.0,9.0,False,34.05,6.79,delivered,True
27b4c7a3-2ab2-49d7-8f05-f7f0f2d7c403,3aa66772-97eb-4681-b792-9ef0d112d298,DASHER_02951,2024-05-01 06:27:00,2024-05-01,2024-05-01,2024,6,Wednesday,44,48.0,4.0,True,22.64,3.33,delivered,True
1ad4fa37-bc4e-4b8f-885b-5a4414681966,7d6dcc2b-9c62-412d-8495-8306d60ae4a6,DASHER_03017,2024-04-15 21:23:00,2024-04-15,2024-04-01,2024,21,Monday,15,20.0,5.0,True,61.77,7.37,delivered,True
275d2684-823a-4e35-8c51-6dbc197f8e1b,8b8f0d21-e43f-4f07-ad76-25d9ced2704a,DASHER_04763,2022-02-22 07:13:00,2022-02-22,2022-02-01,2022,7,Tuesday,40,45.0,5.0,True,11.74,5.98,delivered,True
bb135cff-4ccd-42a1-afba-cd70cb7a000e,37d7f590-d95e-44f2-897a-98750153f803,DASHER_00642,2023-03-17 13:37:00,2023-03-17,2023-03-01,2023,13,Friday,47,50.0,3.0,True,64.87,7.94,delivered,True
d9fe8a3a-d190-4705-a82b-8f635569d130,15cb2ecc-5e16-4a68-8e7c-d4dba86092c1,DASHER_04323,2024-10-28 23:40:00,2024-10-28,2024-10-01,2024,23,Monday,29,18.0,-11.0,True,23.84,6.58,delivered,True
ddc4420c-607a-494f-9126-ded2931da178,947d1fbf-4040-4e37-9228-884e2c9e3b4e,DASHER_01999,2024-08-25 19:33:00,2024-08-25,2024-08-01,2024,19,Sunday,29,32.0,3.0,True,15.75,7.83,delivered,True
daf0cff3-4fed-4353-87ef-88b143f94356,897c6b39-e675-4dc0-a4e5-46fce9adc92d,DASHER_03358,2023-04-18 15:47:00,2023-04-18,2023-04-01,2023,15,Tuesday,47,65.0,18.0,False,24.52,3.52,delivered,True
a94824ec-d748-4c94-86fb-e8ce85af4c0b,3e086e0f-8678-4ed5-bd82-ae0fbad00dc7,DASHER_03431,2023-12-22 17:04:00,2023-12-22,2023-12-01,2023,17,Friday,45,37.0,-8.0,True,32.07,7.9,delivered,True
0b1cc8e6-746f-453a-88ed-0cca35d5f153,40cef1ea-5719-460f-8c9e-41332dd5ceb5,DASHER_02350,2023-05-17 20:26:00,2023-05-17,2023-05-01,2023,20,Wednesday,49,41.0,-8.0,True,8.77,3.38,delivered,True
dca22504-93b0-4268-bff8-b9f29f169518,6cf9feb9-6534-49f6-a7d0-efd9c0e448b6,DASHER_01622,2022-08-30 07:26:00,2022-08-30,2022-08-01,2022,7,Tuesday,30,30.0,0.0,True,53.3,1.1,delivered,True
c0498150-9493-4c11-9322-2cc05d0be3cc,0f668b8a-bfd7-4761-a195-43543290414e,DASHER_00279,2022-09-05 14:48:00,2022-09-05,2022-09-01,2022,14,Monday,25,10.0,-26.0,True,16.86,6.83,delivered,True
09c524b4-bd0e-4cec-a667-60a4380dbcca,1450b992-ae40-4f08-ac9b-181ed7f32aba,DASHER_03459,2022-02-19 19:04:00,2022-02-19,2022-02-01,2022,19,Saturday,45,62.0,17.0,False,19.22,4.89,delivered,True
a9f72b98-6bd8-4235-8a7a-fbd5a10cb363,190b7abe-8193-42d9-b8bc-d515b5de287d,DASHER_00370,2023-08-24 08:57:00,2023-08-24,2023-08-01,2023,8,Thursday,41,45.0,4.0,True,16.38,1.51,delivered,True
c924c09e-bf4c-47e7-af4a-cda6622b8882,f3aadb96-a268-479a-a3fa-2e674fb91d3b,DASHER_03908,2023-12-28 22:58:00,2023-12-28,2023-12-01,2023,22,Thursday,27,34.0,7.0,False,20.98,6.06,delivered,True
43c7d1e4-2123-4185-bb1e-66d8e415d842,f887440b-e860-48ef-8d6b-a8c8282c987a,DASHER_03107,2024-11-09 07:57:00,2024-11-09,2024-11-01,2024,7,Saturday,22,38.0,16.0,False,29.48,3.23,delivered,True
77b6c150-a0ef-42f0-9728-8b179709270b,331f735b-c7b3-4baf-9fbe-2d65340cc058,DASHER_02794,2022-12-28 16:37:00,2022-12-28,2022-12-01,2022,16,Wednesday,32,52.0,20.0,False,45.79,4.67,delivered,True
711d9598-dffc-4f5d-867c-6d44dfcff52c,161ebb77-2f1f-4ef9-8e98-10e50163d5ae,DASHER_01173,2024-11-06 21:27:00,2024-11-06,2024-11-01,2024,21,Wednesday,37,35.0,-2.0,True,42.91,1.28,delivered,True
51586fcc-b86b-4a7e-8b4f-161edc9ca1a9,e67dd971-4c9b-4e57-a087-bb6900673931,DASHER_01356,2023-03-08 15:17:00,2023-03-08,2023-03-01,2023,15,Wednesday,25,18.0,-7.0,True,37.32,4.06,delivered,True
883d0506-7344-4563-bb79-1f6b7aac64c7,971fa6de-021c-4ea6-8114-b6c00ffcc8a1,DASHER_02282,2022-12-13 11:58:00,2022-12-13,2022-12-01,2022,11,Tuesday,39,39.0,0.0,True,48.94,1.98,delivered,True
9e94efa0-6067-4072-8524-f3a64b8d54d6,40a5beea-6780-4476-8013-20dfacfc117a,DASHER_04422,2023-02-28 17:32:00,2023-02-28,2023-02-01,2023,17,Tuesday,35,33.0,-2.0,True,18.9,4.41,delivered,True
74bff668-af9c-4e21-8f29-c83e734dce4b,6b6120a4-4640-4e7d-ba88-1d967cdbdec7,DASHER_01033,2022-02-22 13:18:00,2022-02-22,2022-02-01,2022,13,Tuesday,33,47.0,14.0,False,21.52,6.81,delivered,True
b402bae6-7b86-48f5-b449-8b97d14b867b,a48fcbad-54a5-4401-8da6-b971eceacf01,DASHER_04040,2023-08-28 22:45:00,2023-08-28,2023-08-01,2023,22,Monday,30,10.0,-22.0,True,26.04,7.94,delivered,True
5ae0dace-4215-45bf-8a92-c6aeba8d3ffc,d14ef997-141c-461d-9247-441bf20d1162,DASHER_01283,2022-08-27 22:51:00,2022-08-27,2022-08-01,2022,22,Saturday,50,68.0,18.0,False,41.19,4.54,delivered,True
8f0fdd16-308f-4165-b327-f3b242be1a1e,67aa8ed2-729f-43e6-852f-373057cc75a6,DASHER_00314,2023-07-20 15:47:00,2023-07-20,2023-07-01,2023,15,Thursday,21,20.0,-1.0,True,8.0,6.55,delivered,True
cd9b0d65-ad5f-46f9-be77-3cc2c3c2f918,6e510df3-bcf4-4569-bcf2-76ba6b464291,DASHER_00065,2023-10-13 09:35:00,2023-10-13,2023-10-01,2023,9,Friday,42,,,,8.0,2.71,cancelled,True
85ee7a5c-159e-42e4-a830-dc8eb1489e3b,210860b5-6a0a-428e-99b3-ecb3257024ba,DASHER_01532,2024-02-10 21:14:00,2024-02-10,2024-02-01,2024,21,Saturday,32,24.0,-8.0,True,27.24,2.38,delivered,True
8d9fd11b-293c-4072-abbc-b32f5672c7a9,bd4ddf74-8039-4890-ad6d-638b1ec808fc,DASHER_04568,2022-07-01 22:54:00,2022-07-01,2022-07-01,2022,22,Friday,28,27.0,-1.0,True,18.23,5.27,delivered,True
00531590-4853-416a-9dff-c1bc7def9c69,52775d01-bd36-429f-a4bf-98ea53967b12,DASHER_02856,2022-12-31 03:44:00,2022-12-31,2022-12-01,2022,3,Saturday,34,45.0,11.0,False,8.0,2.25,delivered,True
a55ba47e-f001-44ff-a215-9adaad03e51c,60007bf6-ac09-4646-a21e-c3986465cdb9,DASHER_04897,2023-09-07 21:56:00,2023-09-07,2023-09-01,2023,21,Thursday,36,33.0,-3.0,True,45.18,3.49,delivered,True
b97b460f-c45e-4686-8650-d267d1e7484f,a7ecb100-e165-4038-963d-3564d811a576,DASHER_03437,2024-09-12 12:14:00,2024-09-12,2024-09-01,2024,12,Thursday,47,63.0,16.0,False,41.56,5.63,delivered,True
2fcbd59e-e481-412e-adff-4a3e536f2b8f,485bfb82-045c-4cbe-aa9f-ca61db3ccf91,DASHER_03962,2022-08-26 09:20:00,2022-08-26,2022-08-01,2022,9,Friday,33,28.0,-5.0,True,16.77,6.87,delivered,True
a2394f7f-f7b1-4559-a13e-67e99a41530c,041225a4-95df-4e78-8d09-49e0bb132be5,DASHER_03350,2024-09-28 18:43:00,2024-09-28,2024-09-01,2024,18,Saturday,35,44.0,9.0,False,52.43,2.82,delivered,True
bda3939b-aafa-486c-8d82-1261a953c3f9,78d4d0f0-b487-485d-a372-845c75934a69,DASHER_03977,2023-10-13 14:51:00,2023-10-13,2023-10-01,2023,14,Friday,40,29.0,-11.0,True,33.9,6.09,delivered,True
2e627819-868b-4c4d-8cba-acebc71eb3ea,008b8658-9bb5-4d39-ac48-fd4779f9eee7,DASHER_04391,2023-11-27 18:02:00,2023-11-27,2023-11-01,2023,18,Monday,32,43.0,11.0,False,34.21,7.63,delivered,True
1b0431f9-0b07-42a4-ac55-ac9031e61e43,e9d31913-cbd1-469b-aa07-619b549bfdb4,DASHER_02730,2023-11-07 08:34:00,2023-11-07,2023-11-01,2023,8,Tuesday,45,64.0,19.0,False,31.5,7.38,delivered,True
1652ef9e-0142-432d-ad6e-cbaafc23f99c,d71d0f5f-bf20-4886-ac18-62db004062bf,DASHER_04388,2022-05-10 19:33:00,2022-05-10,2022-05-01,2022,19,Tuesday,37,51.0,14.0,False,9.6,3.02,delivered,True
568b9b70-b395-4ce2-a5b1-1897c1e7b880,4d2a434a-a9bb-4fb8-b01f-5fe4ae326d57,DASHER_00295,2022-11-27 22:21:00,2022-11-27,2022-11-01,2022,22,Sunday,42,29.0,-13.0,True,38.35,6.91,delivered,True
cc63f459-3e00-4e48-be14-755551eaac3b,edb869e1-37e8-4ad5-a0cc-7b49499766df,DASHER_01884,2024-12-14 07:25:00,2024-12-14,2024-12-01,2024,7,Saturday,35,32.0,-3.0,True,12.99,1.23,delivered,True
912f3ad3-e8d0-4d61-ad8b-d909a94141e9,0d861420-d9bb-4cbf-88e2-fbf99de9e45c,DASHER_00695,2022-09-11 20:24:00,2022-09-11,2022-09-01,2022,20,Sunday,26,23.0,-3.0,True,21.91,1.53,delivered,True
d36d6bdf-11d9-485b-9f60-994ccb3b9273,44cce9c2-c69f-4189-af0f-4f27c14ee47e,DASHER_04955,2024-10-30 19:48:00,2024-10-30,2024-10-01,2024,19,Wednesday,34,32.0,-2.0,True,34.37,5.11,delivered,True
bd3fcb17-8bff-4d7b-8c2a-6868e36bdb4d,862a54b4-7ff5-45f3-9f0c-953a0e33aef4,DASHER_00191,2024-03-12 09:38:00,2024-03-12,2024-03-01,2024,9,Tuesday,33,46.0,13.0,False,8.17,3.11,delivered,True
48fc671a-ce8c-4c2b-9dda-80d5e3d728de,4b31eab3-2264-4fcf-8bff-491518216981,DASHER_00762,2024-07-28 10:16:00,2024-07-28,2024-07-01,2024,10,Sunday,45,42.0,-3.0,True,31.16,2.94,delivered,True
e399ec6d-913e-4cbd-8574-85eb437ae497,bcf3dd2d-e083-463a-be2b-f8ef59aa6c4e,DASHER_03224,2023-08-06 21:34:00,2023-08-06,2023-08-01,2023,21,Sunday,43,32.0,-11.0,True,27.89,7.65,delivered,True
b8d9e441-618a-47ee-8805-15fe01c476b2,b6d68f2a-53c2-43ac-b6a5-0e180d39c447,DASHER_03905,2022-08-10 15:36:00,2022-08-10,2022-08-01,2022,15,Wednesday,42,41.0,-1.0,True,8.65,3.32,delivered,True
830b84ef-6e55-4165-b836-2dfc4232fcb0,442a6be0-8e3c-49b9-849d-2a4583d6381d,DASHER_01157,2022-06-21 07:10:00,2022-06-21,2022-06-01,2022,7,Tuesday,30,37.0,7.0,False,63.05,3.81,delivered,True
1c00cc44-64d2-471a-accc-ceb1659bf155,761d6d1d-6f9d-4b73-81c9-2e7276827590,DASHER_03373,2024-08-27 17:53:00,2024-08-27,2024-08-01,2024,17,Tuesday,29,26.0,-3.0,True,23.37,2.04,delivered,True
2c7db8ac-2191-4054-a853-19395e2ff921,125a6011-9e50-4dca-9f3d-5ee791dafc79,DASHER_04607,2023-10-21 19:38:00,2023-10-21,2023-10-01,2023,19,Saturday,41,40.0,-1.0,True,29.38,6.55,delivered,True
e3a92f42-a015-4586-b0c6-93a34ec7258e,43966979-b6ad-45d5-b8a6-410202070bec,DASHER_00667,2024-10-20 12:41:00,2024-10-20,2024-10-01,2024,12,Sunday,35,48.0,13.0,False,42.4,1.53,delivered,True
763c6a9a-8ed2-4bf1-bb42-7ca60b00e302,89a84829-6b04-47b8-86c7-25e0f87d8bdf,DASHER_00931,2022-09-18 20:10:00,2022-09-18,2022-09-01,2022,20,Sunday,30,24.0,-6.0,True,27.55,1.26,delivered,True
88b8f7d3-cc4c-4191-bf4a-c5de1576a57b,734b7915-f4bd-4fb5-b71f-78b73b81fb9e,DASHER_03425,2024-05-18 16:40:00,2024-05-18,2024-05-01,2024,16,Saturday,38,25.0,-13.0,True,18.35,4.04,delivered,True
a700a09c-88c6-496f-a3f1-0a1bef6d4444,de2c4569-ce76-4df1-9bd9-964a391eb4ed,DASHER_04618,2023-08-26 19:56:00,2023-08-26,2023-08-01,2023,19,Saturday,38,32.0,-6.0,True,12.16,5.54,delivered,True
a9f5a197-8c84-4bb2-9b74-9eea553eddbc,622bdd6c-92ab-4876-9b72-acc61d286b35,DASHER_04952,2022-10-17 12:43:00,2022-10-17,2022-10-01,2022,12,Monday,38,53.0,15.0,False,28.37,7.54,delivered,True
59515b80-6131-4d46-81d0-d28d29065260,7766edc5-d35e-4216-8031-502324c6aea3,DASHER_03854,2022-10-05 09:45:00,2022-10-05,2022-10-01,2022,9,Wednesday,43,43.0,0.0,True,26.65,1.46,delivered,True
f4e4900c-355d-46a9-83fe-6f1593ae2667,fa0c3273-42e2-48c6-8a26-134d68ef12fc,DASHER_00500,2022-01-12 12:12:00,2022-01-12,2022-01-01,2022,12,Wednesday,36,41.0,5.0,True,14.25,1.46,delivered,True
a61e5aee-a8bc-4a46-9305-251c1e069fde,19d8e326-57ae-4ac6-8d2f-75b70663f597,DASHER_03491,2023-04-08 13:00:00,2023-04-08,2023-04-01,2023,13,Saturday,27,35.0,8.0,False,23.24,5.08,delivered,True
30e305ee-2c77-4dcb-b0cf-d446401a58c4,7d77f3d5-9661-4a48-bc50-276af59798f0,DASHER_01659,2023-09-19 13:49:00,2023-09-19,2023-09-01,2023,13,Tuesday,29,34.0,5.0,True,36.12,6.1,delivered,True
0086428e-26bc-4c85-9b7a-da46018a0d16,006a91e3-4ddc-4bc0-bf32-45a13c6b4211,DASHER_03137,2023-07-28 09:36:00,2023-07-28,2023-07-01,2023,9,Friday,37,54.0,17.0,False,44.56,3.3,delivered,True
98b4ce11-436b-4173-84b0-3b931fce920c,b83768f6-15a1-4848-bc82-9b98bfc748c2,DASHER_00021,2023-07-22 22:47:00,2023-07-22,2023-07-01,2023,22,Saturday,43,31.0,-12.0,True,37.88,1.63,delivered,True
f34feca2-ac0a-43fe-800b-14a167d87fe8,7639f7c7-098c-4d62-b48e-d3880e1270d3,DASHER_01122,2022-10-28 08:30:00,2022-10-28,2022-10-01,2022,8,Friday,15,22.0,7.0,False,19.1,4.57,delivered,True
bede4936-bcb0-4579-b714-b7b49f6f7ddd,7f34527e-447a-4374-b70b-bac185e5df0e,DASHER_03221,2024-06-19 15:30:00,2024-06-19,2024-06-01,2024,15,Wednesday,30,42.0,12.0,False,17.88,4.31,delivered,True
9bfaa9a1-16aa-449b-9e68-ea52462cad2d,e2f805ca-ad75-4494-b972-a736717a283f,DASHER_01360,2023-10-01 21:20:00,2023-10-01,2023-10-01,2023,21,Sunday,40,16.0,-24.0,True,22.54,7.61,delivered,True
8068e386-c39b-4f85-b849-2b33f5615b5e,e5ca5eaf-38b4-465a-8e33-4fc8bb87c30f,DASHER_00985,2023-07-23 19:53:00,2023-07-23,2023-07-01,2023,19,Sunday,27,31.0,4.0,True,13.51,3.43,delivered,True
5bbcf2c3-4c31-44a5-baec-b01e9f2a0aa1,429eabaf-3d6c-48d0-8ab6-eb0cb21d79cc,DASHER_04585,2022-02-21 21:54:00,2022-02-21,2022-02-01,2022,21,Monday,31,14.0,-17.0,True,33.23,7.12,delivered,True
6c9c3095-1cc5-43d2-a19a-180ae4e1f4b5,ab07702e-6057-42df-8794-4c3a1ba07597,DASHER_04309,2023-01-27 14:11:00,2023-01-27,2023-01-01,2023,14,Friday,58,42.0,-16.0,True,35.26,3.29,delivered,True
8c506d85-f8f8-4b21-8519-cab3b6c0f551,a62743cb-31b2-406d-9922-1e5e8d6fab4f,DASHER_03921,2024-01-26 22:32:00,2024-01-26,2024-01-01,2024,22,Friday,44,,,,18.8,3.78,cancelled,True
0da0847e-75d6-40b4-aa07-7ddb493c80e1,460b8578-323b-43b0-90df-c415bb5b6a17,DASHER_03856,2023-06-03 11:03:00,2023-06-03,2023-06-01,2023,11,Saturday,49,45.0,-4.0,True,49.71,4.42,delivered,True
9d989d76-c863-4dc5-b422-3d954eff88a7,93fe5418-bb48-4c0c-ba73-72cc58ebb31b,DASHER_01254,2024-08-27 20:41:00,2024-08-27,2024-08-01,2024,20,Tuesday,34,,,,8.0,5.93,cancelled,True
169e284f-3e16-4c7d-b514-90dadae79dc1,a6c9deb2-096e-4d4b-a0ea-a3bdb724ad19,DASHER_00510,2022-12-29 21:08:00,2022-12-29,2022-12-01,2022,21,Thursday,48,59.0,11.0,False,16.86,2.93,delivered,True
ae68968f-bac1-4691-9e0b-2b1462e80d2e,33bd0c64-8609-4bc7-9584-30cd8db6a3d0,DASHER_01386,2023-02-02 19:47:00,2023-02-02,2023-02-01,2023,19,Thursday,49,71.0,22.0,False,31.49,7.33,delivered,True
d2c923a2-8c70-4849-a2e8-304177ad400b,0170cbd9-ecf2-4ebc-b91b-f0fc4f9389d1,DASHER_01580,2024-01-21 17:42:00,2024-01-21,2024-01-01,2024,17,Sunday,22,35.0,13.0,False,36.54,6.09,delivered,True
6550b971-5493-4296-9aae-5b0dbf84c647,812f1eb5-7a80-499c-87b4-5cc3e4058d19,DASHER_00026,2022-06-21 09:02:00,2022-06-21,2022-06-01,2022,9,Tuesday,26,25.0,-1.0,True,38.36,3.17,delivered,True
51d589d6-4cb0-42a8-bbbf-0b0d75b6556d,c90e0001-dec8-4c3a-baf7-0a7824246891,DASHER_00722,2023-12-20 08:29:00,2023-12-20,2023-12-01,2023,8,Wednesday,23,16.0,-7.0,True,33.37,6.1,delivered,True
ac4bc61c-c82d-4126-9cfd-046fa5fba54f,9a199a88-12da-418a-87c5-772e1c617853,DASHER_03068,2023-01-16 12:40:00,2023-01-16,2023-01-01,2023,12,Monday,37,57.0,20.0,False,23.04,4.21,delivered,True
661f5725-95c6-4bb5-b528-156a07ff637b,a5f39c7d-a96f-43d0-ab8b-145403d850d6,DASHER_01087,2023-05-21 12:43:00,2023-05-21,2023-05-01,2023,12,Sunday,24,10.0,-20.0,True,23.07,3.0,delivered,True
29f502f4-058c-4172-b6f8-95c0f4db574b,800e83dc-a886-436c-a66c-942efdbaf80e,DASHER_01450,2023-07-26 08:20:00,2023-07-26,2023-07-01,2023,8,Wednesday,42,23.0,-19.0,True,43.16,7.84,delivered,True
6c5718ab-b592-4faa-bea3-62c53d4427df,30bac6ad-a2b2-4657-bb1f-ff60dfa73965,DASHER_04284,2023-06-16 19:16:00,2023-06-16,2023-06-01,2023,19,Friday,41,47.0,6.0,False,8.37,6.81,delivered,True
6596fce4-7bfc-4c4b-9a82-78a4d4315434,9f7672b1-a4fc-475e-a17b-972ab79d058f,DASHER_03554,2022-03-17 22:37:00,2022-03-17,2022-03-01,2022,22,Thursday,38,27.0,-11.0,True,40.77,3.42,delivered,True
ce580cb2-056d-4a0c-a372-bfbfe027325c,cdb372b5-0ba0-4a01-a8d6-36fc3b6192d3,DASHER_00743,2023-08-15 10:44:00,2023-08-15,2023-08-01,2023,10,Tuesday,44,42.0,-2.0,True,18.22,2.52,delivered,True
a1a6f99e-a70f-4bf0-8acf-ef2d6000443b,4312c2ac-889b-41a0-819e-abcab6fe4b8e,DASHER_04807,2023-06-19 03:07:00,2023-06-19,2023-06-01,2023,3,Monday,34,18.0,-16.0,True,26.24,3.25,delivered,True
db7fe2ca-df10-4b54-9d2b-ec53c6482f38,435ebcce-d017-498f-bf72-6cd1350d218c,DASHER_00064,2024-02-13 19:57:00,2024-02-13,2024-02-01,2024,19,Tuesday,47,50.0,3.0,True,37.74,3.35,delivered,True
58597a12-faad-4d5f-8f71-49f424717d40,fb1b05aa-5b04-4b70-908e-ee87d07e747b,DASHER_03596,2022-07-25 09:22:00,2022-07-25,2022-07-01,2022,9,Monday,42,38.0,-4.0,True,44.28,6.65,delivered,True
ee7ec903-e9e5-4212-8d75-11bb7f2f96d8,39d93b7b-fe52-4d20-9cdd-5c095b095e9f,DASHER_03057,2024-07-23 18:44:00,2024-07-23,2024-07-01,2024,18,Tuesday,27,31.0,4.0,True,14.63,3.8,delivered,True
af630217-dbbc-49bd-9802-5bb9ab33d246,190b7abe-8193-42d9-b8bc-d515b5de287d,DASHER_03448,2022-03-24 23:56:00,2022-03-24,2022-03-01,2022,23,Thursday,29,31.0,2.0,True,63.38,3.97,delivered,True
4548ac33-0ddc-4a62-9654-a6b55bcfad3f,543cbb36-dfb5-452f-8165-52bddaf2fcd7,DASHER_04889,2023-07-06 22:25:00,2023-07-06,2023-07-01,2023,22,Thursday,31,28.0,-3.0,True,63.53,2.38,delivered,True
9f362c7a-c4eb-4f89-9235-86c22ed913aa,a50d316a-1f4c-4afb-90f6-620f326e1e24,DASHER_01158,2022-10-13 08:21:00,2022-10-13,2022-10-01,2022,8,Thursday,30,30.0,0.0,True,23.66,6.6,delivered,True
06e98392-102e-4622-946a-f77ad5a7b358,901b06bd-5339-4bb0-b5d2-78035a45a787,DASHER_02519,2024-07-28 14:29:00,2024-07-28,2024-07-01,2024,14,Sunday,39,39.0,0.0,True,38.14,2.41,delivered,True
196f394d-b45f-462a-8291-08c6bdbb1641,ce4b693c-7d4a-4bf2-ac47-536b315e6430,DASHER_01305,2022-07-04 19:09:00,2022-07-04,2022-07-01,2022,19,Monday,37,28.0,-9.0,True,8.0,3.4,delivered,True
